Date,Price,Open,High,Low,Vol.,Change %
"Apr 25, 2021",29.90457,29.0304,30.34223,29.0304,9.38M,2.94%
"Apr 24, 2021",29.0496,32.2622,32.36795,29.0496,623.19K,-9.92%
"Apr 23, 2021",32.24968,32.9408,32.9408,28.21603,27.12M,-2.14%
"Apr 22, 2021",32.95611,33.7807,35.97624,32.81422,19.09M,-2.46%
"Apr 21, 2021",33.7887,35.4501,35.83483,33.05846,1.18M,-4.76%
"Apr 20, 2021",35.47729,34.75285,35.72968,32.68943,15.55M,2.08%
"Apr 19, 2021",34.75285,37.4138,38.63879,34.07148,12.76M,-7.00%
"Apr 18, 2021",37.36675,42.1857,42.1857,36.3006,27.96M,-11.42%
"Apr 17, 2021",42.1857,41.4484,43.1438,41.4484,1.04M,1.78%
"Apr 16, 2021",41.4484,43.4435,43.4435,41.4484,905.48K,-4.68%
"Apr 15, 2021",43.4838,42.4943,43.8,42.0453,722.45K,2.26%
"Apr 14, 2021",42.5227,42.9228,43.7806,41.1397,781.83K,-1.00%
"Apr 13, 2021",42.9524,40.4819,42.9524,40.4819,808.68K,6.10%
"Apr 12, 2021",40.4819,41.2955,41.3388,40.1592,406.88K,-2.00%
"Apr 11, 2021",41.3089,41.5868,41.5868,40.3828,367.66K,-0.67%
"Apr 10, 2021",41.5868,40.7796,42.1913,40.7796,485.89K,1.99%
"Apr 09, 2021",40.7749,41.3252,41.3252,40.4708,351.69K,-1.35%
"Apr 08, 2021",41.3316,39.5162,41.3316,39.5162,463.54K,4.41%
"Apr 07, 2021",39.5855,43.344,43.344,38.7094,925.53K,-8.61%
"Apr 06, 2021",43.3137,45.7746,45.7746,42.9549,601.33K,-5.44%
"Apr 05, 2021",45.8068,44.32,45.8068,42.3423,660.12K,3.42%
"Apr 04, 2021",44.29,41.3527,44.29,41.3527,521.92K,7.06%
"Apr 03, 2021",41.368,40.9987,44.8101,40.9987,1.33M,0.90%
"Apr 02, 2021",40.9987,37.432,40.9987,37.432,670.55K,9.51%
"Apr 01, 2021",37.4372,37.058,37.4372,36.5513,925.87K,1.02%
"Mar 31, 2021",37.058,33.9879,37.1789,33.9879,1.19M,9.08%
"Mar 30, 2021",33.973,34.3383,34.44,33.7224,472.67K,-1.15%
"Mar 29, 2021",34.3677,32.2417,34.3677,32.2417,933.89K,6.59%
"Mar 28, 2021",32.2417,32.6036,33.0264,31.9154,529.06K,-1.24%
"Mar 27, 2021",32.6457,33.1939,33.2001,32.4303,705.39K,-1.65%
"Mar 26, 2021",33.1939,29.8528,33.1939,29.8528,786.60K,11.19%
"Mar 25, 2021",29.8528,30.2516,30.741,29.173,1.19M,-1.34%
"Mar 24, 2021",30.2597,34.2,35.1859,30.2597,1.76M,-11.59%
"Mar 23, 2021",34.2249,35.2525,35.2525,34.2249,788.44K,-2.93%
"Mar 22, 2021",35.2592,36.6443,37.4737,35.2592,536.58K,-3.78%
"Mar 21, 2021",36.6443,37.2392,37.3598,36.6443,457.17K,-1.67%
"Mar 20, 2021",37.2679,38.1833,39.2873,37.2679,798.97K,-2.41%
"Mar 19, 2021",38.1888,35.3263,38.1888,35.3263,886.96K,8.04%
"Mar 18, 2021",35.3481,36.1104,36.3275,35.3481,761.49K,-2.20%
"Mar 17, 2021",36.1435,35.4176,36.1435,34.9577,651.63K,2.05%
"Mar 16, 2021",35.4176,34.3155,35.4176,32.57,846.21K,3.31%
"Mar 15, 2021",34.2838,36.49,36.49,34.2838,811.74K,-6.07%
"Mar 14, 2021",36.5,37.1266,37.3956,36.5,587.07K,-1.74%
"Mar 13, 2021",37.1467,35.9826,37.8429,35.9826,987.44K,3.24%
"Mar 12, 2021",35.9826,36.9036,36.9036,35.8496,859.92K,-2.50%
"Mar 11, 2021",36.9036,37.5581,37.9727,36.9036,1.08M,-1.80%
"Mar 10, 2021",37.5815,38.2204,39.2453,37.5815,1.00M,-1.68%
"Mar 09, 2021",38.2223,34.9861,38.2223,34.9861,1.08M,9.22%
"Mar 08, 2021",34.9963,35.1037,35.1037,34.3,718.97K,-0.32%
"Mar 07, 2021",35.1074,33.3719,35.1074,33.3719,530.89K,5.20%
"Mar 06, 2021",33.3719,33.6355,33.6355,32.6841,579.03K,-0.74%
"Mar 05, 2021",33.6203,35.2236,35.2236,33.1342,1.19M,-4.65%
"Mar 04, 2021",35.2609,37.0447,37.1117,35.2609,860.91K,-4.84%
"Mar 03, 2021",37.0544,36.2141,38.3565,36.2141,995.73K,2.32%
"Mar 02, 2021",36.2141,35.6962,36.2141,35.4838,1.38M,1.45%
"Mar 01, 2021",35.695,33.8421,35.695,33.8421,995.97K,5.48%
"Feb 28, 2021",33.8421,33.4897,34.6137,31.4169,1.39M,1.05%
"Feb 27, 2021",33.4897,31.4514,34.7624,31.4514,1.54M,6.48%
"Feb 26, 2021",31.4514,31.1757,32.4405,30.1682,2.19M,0.80%
"Feb 25, 2021",31.2009,33.6993,33.6993,31.2009,1.50M,-7.41%
"Feb 24, 2021",33.6993,34.5736,36.7261,33.1003,1.76M,-2.62%
"Feb 23, 2021",34.6054,37.6691,37.6691,31.204,3.50M,-8.13%
"Feb 22, 2021",37.6691,39.5653,39.5653,36.9858,2.65M,-4.79%
"Feb 21, 2021",39.5653,39,40.282,39,788.05K,1.41%
"Feb 20, 2021",39.0168,34.8199,39.0168,34.8199,2.58M,12.05%
"Feb 19, 2021",34.8199,31.0534,34.8199,31.0534,1.52M,12.13%
"Feb 18, 2021",31.0534,32.021,32.2746,31.0534,916.30K,-3.02%
"Feb 17, 2021",32.021,30.035,32.021,30.035,1.49M,6.61%
"Feb 16, 2021",30.035,27.782,30.3549,27.782,1.94M,8.11%
"Feb 15, 2021",27.782,26.9515,29.3179,26.9515,1.64M,3.09%
"Feb 14, 2021",26.95,27.9795,28.3682,26.95,1.01M,-3.68%
"Feb 13, 2021",27.9795,28.7012,28.8931,27.9795,1.71M,-2.51%
"Feb 12, 2021",28.7012,25.0116,28.7012,25.0116,1.69M,14.66%
"Feb 11, 2021",25.0308,23.6074,25.0308,23.6074,1.58M,6.03%
"Feb 10, 2021",23.6074,23.1093,23.6074,22.9743,1.62M,2.11%
"Feb 09, 2021",23.1203,23.0014,23.1203,22.9845,1.43M,0.52%
"Feb 08, 2021",23.0014,19.8,23.0014,19.4115,2.12M,16.17%
"Feb 07, 2021",19.8,20.3982,20.3982,19.8,1.52M,-2.93%
"Feb 06, 2021",20.3982,20.8634,20.8634,20.2156,1.14M,-2.26%
"Feb 05, 2021",20.8701,19.7193,20.914,19.7193,1.87M,5.84%
"Feb 04, 2021",19.7193,20.8961,21.0736,19.1226,1.97M,-5.63%
"Feb 03, 2021",20.8961,17.1612,20.8961,17.1612,2.45M,21.50%
"Feb 02, 2021",17.1979,16.4453,17.1979,16.2913,1.42M,4.58%
"Feb 01, 2021",16.4453,16.124,16.4453,15.8518,768.48K,1.99%
"Jan 31, 2021",16.124,16.5531,16.7,16.124,933.56K,-2.62%
"Jan 30, 2021",16.5571,16.8137,16.8137,16.3685,778.97K,-1.53%
"Jan 29, 2021",16.8137,16.9086,17.3572,16.624,1.26M,-0.56%
"Jan 28, 2021",16.9086,15.5174,16.969,15.5174,1.37M,8.97%
"Jan 27, 2021",15.5174,17.1305,17.1305,15.5174,1.75M,-9.42%
"Jan 26, 2021",17.1305,17.2256,17.4223,16.3819,1.25M,-0.55%
"Jan 25, 2021",17.2256,17.99,18.1676,17.2256,1.51M,-4.25%
"Jan 24, 2021",17.99,18.75,18.75,17.4775,1.16M,-3.98%
"Jan 23, 2021",18.7353,17.154,18.7353,17.154,1.70M,8.80%
"Jan 22, 2021",17.2203,15.938,17.2203,15.938,2.35M,8.07%
"Jan 21, 2021",15.9341,17.9953,17.9953,15.9341,2.53M,-11.45%
"Jan 20, 2021",17.9953,16.41,17.9953,15.0277,2.83M,9.66%
"Jan 19, 2021",16.41,16.5827,17.149,16.41,1.76M,-1.04%
"Jan 18, 2021",16.5827,17.0978,17.288,16.0535,2.20M,-3.01%
"Jan 17, 2021",17.0978,17.9915,17.9915,16.9097,2.93M,-4.77%
"Jan 16, 2021",17.9535,13.1733,17.9535,13.1733,5.10M,36.08%
"Jan 15, 2021",13.1936,14.503,14.503,13.1936,3.69M,-8.84%
"Jan 14, 2021",14.4724,10.9394,14.4724,10.9394,3.87M,32.30%
"Jan 13, 2021",10.9394,8.2997,10.9394,8.2997,3.71M,31.80%
"Jan 12, 2021",8.2997,8.2969,8.5719,8.1904,893.11K,0.03%
"Jan 11, 2021",8.2969,9.3089,9.3089,7.6214,3.12M,-10.87%
"Jan 10, 2021",9.3089,9.7827,9.9471,9.3089,1.37M,-4.77%
"Jan 09, 2021",9.775,9.3158,9.775,9.3158,1.15M,4.93%
"Jan 08, 2021",9.3158,9.6024,9.6941,9.3158,2.10M,-3.48%
"Jan 07, 2021",9.6516,10.1027,10.2765,9.6024,3.34M,-4.47%
"Jan 06, 2021",10.1027,9.7495,10.1027,9.7495,1.66M,3.62%
"Jan 05, 2021",9.7495,9.5173,9.9364,9.2199,1.70M,2.44%
"Jan 04, 2021",9.5172,10.1587,10.1587,9.5172,2.55M,-6.31%
"Jan 03, 2021",10.1587,9.2198,10.1587,8.9997,2.86M,10.18%
"Jan 02, 2021",9.2198,8.3,9.6734,8.3,3.19M,11.07%
"Jan 01, 2021",8.3007,9.2727,9.2727,8.2469,2.06M,-10.41%
"Dec 31, 2020",9.2649,7.232,9.2649,7.232,3.18M,28.11%
"Dec 30, 2020",7.232,7.5494,7.5494,7.1508,1.62M,-3.81%
"Dec 29, 2020",7.5188,6.5808,7.5188,6.3358,2.41M,14.25%
"Dec 28, 2020",6.5808,5.1435,6.5808,5.1435,2.23M,27.94%
"Dec 27, 2020",5.1435,5.1879,5.3241,5.1105,1.07M,-0.86%
"Dec 26, 2020",5.1879,5.2165,5.2165,5.1584,335.63K,-0.55%
"Dec 25, 2020",5.2165,5.1111,5.2165,5.1006,516.56K,1.60%
"Dec 24, 2020",5.1346,4.7233,5.1361,4.7233,473.90K,8.71%
"Dec 23, 2020",4.7233,5.1599,5.1599,4.7233,391.90K,-8.46%
"Dec 22, 2020",5.1599,4.8751,5.1599,4.8686,491.07K,5.84%
"Dec 21, 2020",4.8751,5.1943,5.1943,4.8751,780.32K,-6.15%
"Dec 20, 2020",5.1943,5.3459,5.39,5.1199,308.12K,-2.84%
"Dec 19, 2020",5.3459,5.3641,5.4825,5.3459,309.02K,-0.34%
"Dec 18, 2020",5.3641,5.347,5.3641,5.2613,607.18K,0.32%
"Dec 17, 2020",5.347,5.3731,5.5606,5.347,1.09M,-0.49%
"Dec 16, 2020",5.3731,5.2495,5.3731,5.1377,403.99K,2.35%
"Dec 15, 2020",5.2495,4.8963,5.2495,4.8963,370.80K,7.21%
"Dec 14, 2020",4.8963,4.8836,4.8994,4.85,253.11K,0.26%
"Dec 13, 2020",4.8836,4.7342,4.9512,4.7342,462.57K,3.16%
"Dec 12, 2020",4.7342,4.619,4.7841,4.619,170.60K,2.49%
"Dec 11, 2020",4.619,4.8017,4.8017,4.619,203.01K,-3.80%
"Dec 10, 2020",4.8017,4.8768,4.8768,4.7784,279.00K,-1.54%
"Dec 09, 2020",4.8768,4.7329,4.8768,4.7245,474.83K,3.04%
"Dec 08, 2020",4.7329,5.0578,5.0578,4.7329,538.48K,-6.42%
"Dec 07, 2020",5.0578,5.1325,5.1325,5.0578,73.63K,-1.46%
"Dec 06, 2020",5.1325,5.1871,5.1871,5.0681,114.99K,-1.05%
"Dec 05, 2020",5.1871,5.021,5.1871,5.021,207.80K,3.31%
"Dec 04, 2020",5.021,5.4045,5.4312,5.021,406.88K,-7.10%
"Dec 03, 2020",5.4045,5.4634,5.4634,5.4032,271.78K,-1.08%
"Dec 02, 2020",5.4634,5.0896,5.4634,5.0896,357.42K,7.34%
"Dec 01, 2020",5.0896,5.3778,5.3778,5.0896,648.89K,-5.36%
"Nov 30, 2020",5.3778,5.1923,5.3778,5.1923,444.03K,3.57%
"Nov 29, 2020",5.1923,4.9032,5.1923,4.9032,515.85K,5.90%
"Nov 28, 2020",4.9032,4.8136,4.9032,4.7755,334.79K,1.86%
"Nov 27, 2020",4.8136,4.8072,4.8136,4.75,300.98K,0.18%
"Nov 26, 2020",4.8048,5.31,5.31,4.743,1.37M,-9.51%
"Nov 25, 2020",5.31,5.739,5.739,5.31,930.41K,-7.48%
"Nov 24, 2020",5.739,5.9169,5.9169,5.7077,1.36M,-3.01%
"Nov 23, 2020",5.9169,5.5199,5.9169,5.5199,955.56K,7.19%
"Nov 22, 2020",5.5199,5.7857,5.7857,5.396,690.96K,-4.59%
"Nov 21, 2020",5.7857,5.2387,5.7857,5.2387,738.42K,10.44%
"Nov 20, 2020",5.2387,4.758,5.2751,4.758,1.36M,10.10%
"Nov 19, 2020",4.758,4.6896,4.758,4.5958,362.46K,1.46%
"Nov 18, 2020",4.6896,4.8547,4.8547,4.6799,487.75K,-3.40%
"Nov 17, 2020",4.8547,4.4882,4.8547,4.4882,1.02M,8.17%
"Nov 16, 2020",4.4882,4.3722,4.4882,4.3722,388.16K,2.65%
"Nov 15, 2020",4.3722,4.4713,4.4774,4.3722,157.59K,-2.22%
"Nov 14, 2020",4.4713,4.546,4.546,4.4713,145.44K,-1.64%
"Nov 13, 2020",4.546,4.4097,4.546,4.4097,296.24K,3.09%
"Nov 12, 2020",4.4097,4.4549,4.4549,4.3667,379.58K,-1.01%
"Nov 11, 2020",4.4549,4.4191,4.495,4.4191,502.32K,0.81%
"Nov 10, 2020",4.4191,4.3493,4.4191,4.3493,273.70K,1.60%
"Nov 09, 2020",4.3493,4.3746,4.4253,4.3101,255.24K,-0.58%
"Nov 08, 2020",4.3746,4.2399,4.3746,4.2399,403.80K,3.18%
"Nov 07, 2020",4.2399,4.5866,4.5866,4.2399,795.99K,-7.56%
"Nov 06, 2020",4.5866,4.232,4.5866,4.232,461.07K,8.38%
"Nov 05, 2020",4.232,4.104,4.2922,4.0272,457.99K,3.12%
"Nov 04, 2020",4.104,4.0293,4.104,3.9477,419.38K,1.85%
"Nov 03, 2020",4.0293,4.0414,4.0414,3.9562,441.38K,-0.30%
"Nov 02, 2020",4.0414,4.2225,4.2259,4.0414,383.06K,-4.29%
"Nov 01, 2020",4.2225,4.1834,4.2225,4.1437,110.75K,0.93%
"Oct 31, 2020",4.1834,4.0864,4.1986,4.0864,176.89K,2.37%
"Oct 30, 2020",4.0864,4.0567,4.0864,4.0269,401.78K,0.73%
"Oct 29, 2020",4.0567,4.37,4.37,4.0567,495.27K,-7.17%
"Oct 28, 2020",4.37,4.6736,4.7263,4.37,371.72K,-6.50%
"Oct 27, 2020",4.6736,4.7076,4.8414,4.6736,610.00K,-0.72%
"Oct 26, 2020",4.7076,4.3335,4.7076,4.3335,678.65K,8.63%
"Oct 25, 2020",4.3335,4.361,4.424,4.3335,236.88K,-0.63%
"Oct 24, 2020",4.361,4.2674,4.3835,4.2674,243.23K,2.19%
"Oct 23, 2020",4.2674,4.27,4.27,4.1985,327.77K,-0.06%
"Oct 22, 2020",4.27,4.1435,4.27,4.1435,585.04K,3.05%
"Oct 21, 2020",4.1435,3.9129,4.1435,3.9129,503.03K,5.89%
"Oct 20, 2020",3.9129,3.9895,4.0702,3.9129,367.54K,-1.92%
"Oct 19, 2020",3.9895,4.1112,4.1112,3.9895,228.13K,-2.96%
"Oct 18, 2020",4.1112,3.968,4.1112,3.968,178.09K,3.61%
"Oct 17, 2020",3.968,3.9155,3.968,3.9155,78.77K,1.34%
"Oct 16, 2020",3.9155,4.0955,4.0955,3.9155,377.94K,-4.40%
"Oct 15, 2020",4.0955,4.1955,4.1955,4.0955,233.91K,-2.38%
"Oct 14, 2020",4.1955,4.2563,4.264,4.1678,449.62K,-1.43%
"Oct 13, 2020",4.2563,4.3076,4.3146,4.2563,324.38K,-1.19%
"Oct 12, 2020",4.3076,4.2459,4.3726,4.2459,585.34K,1.45%
"Oct 11, 2020",4.2459,4.2391,4.2459,4.2085,285.54K,0.16%
"Oct 10, 2020",4.2391,4.263,4.3293,4.2391,431.44K,-0.56%
"Oct 09, 2020",4.263,4.1206,4.263,4.06,549.52K,3.46%
"Oct 08, 2020",4.1206,3.8584,4.1206,3.6843,600.74K,6.80%
"Oct 07, 2020",3.8584,3.7536,3.8584,3.7536,460.58K,2.79%
"Oct 06, 2020",3.7536,4.1647,4.1647,3.7448,1.06M,-9.87%
"Oct 05, 2020",4.1647,4.1798,4.205,4.1647,243.64K,-0.36%
"Oct 04, 2020",4.1798,4.0676,4.1798,4.0676,352.30K,2.76%
"Oct 03, 2020",4.0676,4.12,4.12,4.0607,173.74K,-1.27%
"Oct 02, 2020",4.12,4.3478,4.3478,4.0743,777.26K,-5.24%
"Oct 01, 2020",4.3478,4.3475,4.5284,4.3475,589.02K,0.01%
"Sep 30, 2020",4.3475,4.4895,4.4895,4.3397,286.88K,-3.16%
"Sep 29, 2020",4.4895,4.4561,4.5825,4.431,359.82K,2.13%
"Sep 28, 2020",4.3959,4.2955,4.4744,4.2955,615.87K,2.34%
"Sep 27, 2020",4.2955,4.3321,4.3321,4.2371,274.90K,-0.84%
"Sep 26, 2020",4.3321,4.423,4.423,4.2839,364.95K,-2.06%
"Sep 25, 2020",4.423,4.3878,4.423,4.3104,617.78K,0.80%
"Sep 24, 2020",4.3878,4,4.3878,4,544.35K,9.70%
"Sep 23, 2020",4,4.17,4.17,4,723.78K,-4.08%
"Sep 22, 2020",4.17,4.0551,4.17,3.9583,558.67K,2.83%
"Sep 21, 2020",4.0551,4.6816,4.6816,4.0551,1.40M,-13.38%
"Sep 20, 2020",4.6816,4.9299,4.9299,4.6816,509.06K,-5.04%
"Sep 19, 2020",4.9299,5.2527,5.2527,4.9299,462.13K,-6.15%
"Sep 18, 2020",5.2527,5.3442,5.3442,5.2527,503.20K,-1.78%
"Sep 17, 2020",5.348,5.0708,5.3959,5.0708,662.62K,5.47%
"Sep 16, 2020",5.0708,5.0582,5.1884,5.0582,433.18K,0.25%
"Sep 15, 2020",5.0582,5.3657,5.3919,5.0582,792.78K,-5.73%
"Sep 14, 2020",5.3657,5.315,5.3657,5.315,820.10K,0.95%
"Sep 13, 2020",5.315,5.1568,5.4394,5.1227,786.74K,3.07%
"Sep 12, 2020",5.1568,4.6555,5.1568,4.51,622.53K,10.77%
"Sep 11, 2020",4.6555,4.5832,4.6555,4.4249,567.80K,1.58%
"Sep 10, 2020",4.5832,4.6963,4.715,4.5832,799.20K,-2.41%
"Sep 09, 2020",4.6963,4.271,4.78,4.271,787.23K,9.96%
"Sep 08, 2020",4.271,4.5854,4.5854,4.1674,731.17K,-6.86%
"Sep 07, 2020",4.5854,4.78,4.78,4.05,1.13M,-4.07%
"Sep 06, 2020",4.78,4.1309,4.78,4.1309,1.38M,15.71%
"Sep 05, 2020",4.1309,5.1236,5.1236,4.1309,3.05M,-19.38%
"Sep 04, 2020",5.1236,5.7243,5.8927,5.1015,1.66M,-10.49%
"Sep 03, 2020",5.7243,6.1273,6.249,5.7243,1.23M,-6.58%
"Sep 02, 2020",6.1273,6.2566,6.2873,5.9273,988.58K,-2.56%
"Sep 01, 2020",6.2883,6.2899,6.6271,6.2883,1.02M,-0.03%
"Aug 31, 2020",6.2899,5.8983,6.2899,5.8983,805.93K,6.78%
"Aug 30, 2020",5.8903,6.15,6.15,5.8903,830.84K,-4.22%
"Aug 29, 2020",6.15,6.17,6.2911,6.15,803.57K,-0.32%
"Aug 28, 2020",6.17,5.6521,6.2056,5.6521,1.61M,9.16%
"Aug 27, 2020",5.6521,6.0594,6.5702,5.6521,2.22M,-6.72%
"Aug 26, 2020",6.0594,5.55,6.3907,5.55,2.11M,9.18%
"Aug 25, 2020",5.55,4.5945,5.55,4.5945,3.02M,20.81%
"Aug 24, 2020",4.594,3.9775,4.73,3.9775,1.56M,15.50%
"Aug 23, 2020",3.9775,4.4515,4.4515,3.9149,1.56M,-10.90%
"Aug 22, 2020",4.4642,3.0776,4.4642,2.97,4.02M,45.05%
"Aug 21, 2020",3.0776,2.909,3.0776,2.909,1.07M,5.80%